Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Normandie;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;"Crit'Air
4";"Crit'Air
5";Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;61111;Colombiers;45;1;0;56;13;45;20;28;11;0;0;11;13;245
;61113;Comblot;7;0;0;12;1;9;9;7;1;0;0;3;0;49
;61114;Commeaux;11;0;0;34;4;22;6;17;2;0;0;4;4;104
;61116;Sablons sur Huisne;144;5;3;369;52;252;112;179;66;3;0;42;67;1296
;61117;Condé-sur-Sarthe;349;7;0;400;115;264;157;149;53;3;0;17;55;1569
;61118;Corbon;15;0;0;26;6;14;8;12;5;0;0;4;3;93
;61120;Coudehard;11;1;0;17;1;6;6;4;3;2;0;5;3;59
;61121;Coulimer;23;0;0;52;7;35;22;38;11;0;1;4;9;202
;61122;Coulmer;7;1;0;23;2;15;9;7;0;0;0;1;3;69
;61123;Coulonces;16;0;0;45;8;29;13;20;6;0;1;6;5;148
;61124;La Coulonche;35;0;1;93;11;57;26;42;22;0;0;13;15;314
;61126;Coulonges-sur-Sarthe;44;1;0;68;13;51;30;30;13;0;0;4;14;268
;61129;Courgeon;19;2;0;81;12;38;21;30;11;0;0;5;17;237
;61130;Courgeoût;34;1;0;98;13;54;28;44;20;0;1;14;26;334
;61133;Courtomer;51;0;0;127;14;91;33;50;27;0;0;9;29;430
;61137;Craménil;9;1;0;23;5;16;6;8;8;0;0;6;6;89
;61138;Croisilles;14;0;0;45;3;32;13;24;10;0;0;6;8;155
;61139;Crouttes;22;0;0;66;9;33;26;26;3;0;0;5;11;201
;61140;Crulai;81;1;0;174;26;122;39;75;18;2;0;24;43;605
;61141;Cuissai;57;0;0;81;14;54;29;34;10;2;0;9;19;309
;61142;Dame-Marie;10;1;0;27;7;22;4;19;6;0;0;4;8;109
;61143;Damigny;380;13;2;384;150;274;227;133;43;2;5;30;88;1730
;61145;Domfront en Poiraie;417;6;1;684;140;514;231;382;112;1;2;76;155;2722
;61146;Dompierre;19;2;0;59;10;51;23;50;18;1;0;7;11;251
;61148;Durcet;27;0;0;51;3;27;9;18;11;1;0;7;6;161
;61149;Échalou;24;2;0;73;13;46;30;27;6;0;0;8;13;242
;61150;Échauffour;40;3;0;131;17;84;50;57;25;3;0;15;24;449
;61151;Écorcei;24;0;0;60;12;54;17;34;10;1;0;10;9;232
;61152;Écorches;7;0;0;18;1;10;4;6;3;0;0;2;1;53
;61153;Écouché-les-Vallées;182;4;2;380;67;247;132;157;49;4;0;41;67;1331
;61156;Essay;35;1;0;102;19;61;27;46;17;2;0;13;17;341
;61158;Faverolles;8;0;0;24;2;12;7;20;7;0;0;2;6;89
;61159;Fay;5;0;0;13;1;11;2;4;6;0;0;1;1;44
;61160;Feings;21;0;0;47;8;20;13;24;10;0;0;2;6;152
;61162;La Ferrière-au-Doyen;14;1;0;50;3;27;4;10;4;0;0;1;7;122
;61163;La Ferrière-aux-Étangs;126;2;0;232;43;213;73;131;45;0;0;24;35;924
;61164;La Ferrière-Béchet;11;0;1;56;3;32;10;26;8;0;0;8;10;164
;61165;La Ferrière-Bochard;66;3;0;134;26;91;39;64;27;2;0;11;23;485
;61166;Ferrières-la-Verrerie;16;0;0;25;9;19;16;15;5;0;0;5;5;115
;61167;La Ferté-en-Ouche;214;5;0;552;74;379;161;264;101;3;1;59;96;1910
;61168;La Ferté Macé;440;18;4;722;175;532;292;416;145;7;2;74;134;2959
;61169;Flers;1406;29;6;1997;482;1419;767;907;278;23;2;143;286;7747
;61170;Fleuré;17;0;0;38;10;28;13;18;15;0;0;5;6;150
;61171;Fontaine-les-Bassets;8;0;0;17;2;14;5;13;7;0;0;7;1;75
;61176;Francheville;13;0;0;19;4;22;7;25;4;1;0;7;10;112
;61178;La Fresnaie-Fayel;9;0;0;8;0;8;4;4;1;0;0;1;0;35
;61180;Fresnay-le-Samson;5;0;0;20;4;10;5;5;3;0;0;1;2;56
;61181;Gacé;130;1;0;252;40;201;103;138;50;3;0;27;55;1000
;61182;Gandelain;37;1;0;58;11;61;17;52;14;1;0;11;12;275
;61183;Gâprée;13;0;0;28;4;21;3;14;1;0;0;5;4;93
;61187;Les Genettes;15;0;0;43;9;23;9;15;1;1;0;7;6;131
;61188;La Genevraie;4;0;0;14;1;18;3;8;8;0;0;4;1;61
;61189;Giel-Courteilles;18;2;0;66;4;39;17;33;11;0;0;10;15;215
;61190;Ginai;6;1;0;14;6;10;4;3;0;0;0;0;2;46
;61192;Godisson;7;0;0;21;4;14;5;6;5;0;0;5;2;69
;61193;La Gonfrière;28;0;0;46;13;33;15;18;8;1;0;5;8;176
;61194;Monts-sur-Orne;66;2;1;163;24;118;37;69;38;3;0;16;21;557
;61195;Le Grais;14;0;0;40;5;29;6;22;5;0;0;2;5;129
;61196;Belforêt-en-Perche;139;3;0;294;55;202;116;146;52;3;0;36;62;1108
;61197;Guêprei;16;2;0;17;5;18;7;10;7;0;0;2;6;91
;61198;Guerquesalles;12;0;0;31;2;8;4;18;1;0;0;2;5;82
;61199;Habloville;23;4;0;54;3;34;14;27;8;1;0;17;12;198
;61202;Hauterive;46;0;1;82;11;75;23;50;11;1;0;12;17;330
;61203;Héloup;135;3;0;156;31;126;59;68;18;3;1;11;33;644
;61206;L'Hôme-Chamondot;9;0;0;33;2;29;12;21;9;1;0;7;6;129
;61207;Igé;44;0;1;102;24;87;51;57;31;2;0;21;30;449
;61208;Irai;49;1;0;95;16;79;38;63;21;1;0;6;12;381
;61209;Joué-du-Bois;25;2;0;66;10;56;17;54;23;0;0;8;14;275
;61210;Joué-du-Plain;14;2;1;48;6;41;16;22;6;1;0;3;10;169
;61211;Juvigny Val d'Andaine;161;5;2;382;56;311;108;221;94;2;1;67;87;1497
;61212;Juvigny-sur-Orne;9;1;0;28;6;20;12;7;4;0;0;2;2;91
;61213;Lalacelle;19;2;1;53;7;33;11;31;10;0;0;11;7;186
;61214;L'Aigle;672;14;3;974;231;686;389;496;142;6;3;93;197;3906
;61215;Laleu;31;0;0;65;12;39;18;28;11;0;0;7;15;226
;61216;La Lande-de-Goult;8;0;0;24;4;22;10;17;8;0;0;3;4;100
;61217;La Lande-de-Lougé;6;0;0;10;0;8;1;6;3;0;0;0;0;34
;61218;La Lande-Patry;214;6;2;292;91;198;120;139;34;1;0;26;48;1171
;61219;La Lande-Saint-Siméon;2;0;0;25;5;14;11;15;6;0;0;1;9;87
;61221;Landigou;38;2;0;61;17;67;15;44;14;0;1;8;9;277
;61222;Landisacq;67;2;0;141;24;105;36;62;32;2;1;12;20;504
;61224;Larré;40;2;0;83;14;60;27;35;10;1;0;7;12;292
;61225;Lignères;1;0;0;5;1;6;2;2;0;0;0;0;0;18
;61227;Lignou;13;1;0;20;7;17;5;8;4;0;0;1;6;82
;61228;L'Orée-d'Écouves;55;2;0;114;21;108;29;70;24;0;0;25;19;467
;61229;Loisail;16;0;0;21;2;19;8;11;5;0;0;3;5;91
;61230;Longny les Villages;265;6;2;516;88;353;164;270;98;2;2;90;136;1992
;61232;Lonlay-l'Abbaye;81;2;0;195;33;146;61;122;47;0;1;31;43;761
;61233;Lonlay-le-Tesson;19;1;0;45;5;25;13;30;6;0;0;3;8;156
;61234;Lonrai;144;1;0;259;71;133;80;66;21;1;1;13;28;818
;61237;Lougé-sur-Maire;20;1;0;52;7;38;19;38;15;0;0;8;7;206
;61238;Louvières-en-Auge;8;2;0;17;1;10;5;5;5;0;0;2;0;55
;61240;Macé;32;1;0;81;12;64;21;50;17;0;0;5;15;298
;61241;La Madeleine-Bouvet;35;1;0;58;8;50;27;34;16;1;0;10;13;254
;61242;Le Mage;18;0;0;42;8;34;17;28;6;0;0;2;10;166
;61243;Magny-le-Désert;122;2;0;309;32;173;63;139;41;2;0;34;31;948
;61244;Mahéru;14;0;0;53;4;47;15;23;14;1;0;5;5;183
;61248;Mantilly;41;1;0;77;14;54;42;54;20;0;0;18;25;346
;61251;Marchemaisons;13;0;0;29;5;34;4;14;4;0;0;1;3;107
;61252;Mardilly;12;0;0;21;2;15;6;11;6;0;0;3;7;84
;61255;Mauves-sur-Huisne;48;2;0;83;19;66;28;43;14;1;0;5;20;328
;61256;Médavy;9;0;0;27;1;19;4;14;5;0;0;3;4;86
;61257;Méhoudin;4;0;0;23;3;11;6;9;5;0;0;1;5;68
;61258;Le Mêle-sur-Sarthe;80;2;0;97;23;77;41;55;22;1;0;6;19;423
;61259;Le Ménil-Bérard;3;0;0;18;1;6;6;4;3;0;0;3;1;45
;61260;Le Ménil-de-Briouze;35;1;0;90;13;71;33;57;27;0;0;16;20;363
;61261;Le Ménil-Broût;15;0;0;29;9;24;5;12;4;0;0;4;7;109
;61262;Le Ménil-Ciboult;3;0;0;17;2;13;6;10;3;0;0;4;0;58
;61263;Ménil-Erreux;20;1;0;30;8;35;15;16;7;1;0;6;9;148
;61264;Ménil-Froger;5;0;0;7;2;13;4;11;0;0;0;1;5;49
;61265;Ménil-Gondouin;13;3;0;24;5;32;6;17;10;0;0;5;5;121
;61266;Le Ménil-Guyon;5;0;0;22;1;10;2;5;3;0;0;2;5;55
;61267;Ménil-Hermei;13;0;2;25;5;28;16;19;11;0;0;6;9;134
;61268;Ménil-Hubert-en-Exmes;12;0;0;13;8;8;9;9;4;0;0;0;12;75
;61269;Ménil-Hubert-sur-Orne;27;1;0;101;10;45;25;31;11;0;0;6;14;271
;61271;Le Ménil-Scelleur;6;0;0;12;4;17;5;11;2;0;0;3;2;63
;61272;Le Ménil-Vicomte;2;0;0;6;2;3;1;4;1;0;0;0;0;19
;61273;Ménil-Vin;7;0;0;16;1;9;2;3;1;0;0;5;1;45
;61274;Les Menus;14;0;1;28;4;38;15;15;5;2;0;5;9;138
;61275;Le Merlerault;67;2;1;138;19;88;48;64;33;0;0;23;35;517
;61276;Merri;16;0;0;24;2;21;8;11;5;1;0;5;9;102
;61277;La Mesnière;18;2;0;61;10;33;11;26;4;1;0;7;13;187
;61278;Messei;215;5;1;377;79;226;103;157;39;2;0;30;56;1289
;61279;Mieuxcé;62;2;0;122;23;71;41;52;16;0;2;13;24;428
;61281;Moncy;12;1;0;48;6;28;11;23;7;0;0;4;7;147
;61283;Montabard;22;0;1;45;7;42;15;17;5;0;0;5;6;166
;61284;Montchevrel;15;0;0;57;6;59;19;40;9;0;0;4;13;223
;61286;Montgaudry;2;1;0;17;1;8;6;12;1;0;0;3;7;58
;61287;Montilly-sur-Noireau;65;0;0;119;23;121;43;69;27;0;0;13;25;505
;61288;Montmerrei;35;2;0;98;20;61;18;44;21;2;0;5;13;320
;61289;Mont-Ormel;2;0;0;9;0;7;2;8;2;0;0;0;1;31
;61290;Montreuil-au-Houlme;7;0;0;23;4;15;3;17;4;0;0;4;4;81
;61291;Montreuil-la-Cambe;6;0;0;15;0;9;2;10;5;0;0;2;0;49
;61292;Montsecret-Clairefougère;40;0;0;97;15;101;34;63;33;2;0;13;18;416
;61293;Mortagne-au-Perche;365;3;1;570;122;395;192;222;71;8;1;50;89;2091
;61294;Mortrée;104;3;0;205;26;134;49;118;35;5;0;22;36;737
;61295;La Motte-Fouquet;1;0;0;35;3;17;7;16;6;0;0;5;3;93
;61297;Moulins-la-Marche;46;0;0;118;14;71;39;43;18;1;0;11;30;392
;61298;Moulins-sur-Orne;35;0;1;87;12;49;25;27;1;0;0;2;8;248
;61300;Moutiers-au-Perche;33;2;0;79;17;44;23;34;8;0;0;4;16;260
;61301;Neauphe-sous-Essai;12;1;1;38;2;28;11;24;9;0;0;3;4;134
;61302;Neauphe-sur-Dive;5;0;0;29;5;14;1;11;5;0;0;7;4;82
;61303;Nécy;37;2;0;92;11;80;24;49;20;1;0;11;14;341
;61304;Neuilly-le-Bisson;30;0;0;64;9;32;8;29;10;0;0;7;2;192
;61307;Neuville-sur-Touques;13;0;0;41;4;24;12;16;7;0;0;5;3;125
;61308;Neuvy-au-Houlme;15;1;0;34;6;29;10;22;11;0;0;2;10;140
;61309;Perche en Nocé;174;3;3;376;58;254;118;221;75;0;0;54;79;1415
;61310;Nonant-le-Pin;43;3;1;85;11;48;36;42;18;0;0;8;15;311
;61314;Occagnes;57;0;0;130;27;74;28;38;13;0;0;10;32;409
;61316;Ommoy;11;0;0;22;1;8;8;15;5;0;0;1;6;77
;61317;Orgères;13;0;0;29;7;19;7;21;3;0;0;3;3;105
;61319;Origny-le-Roux;29;0;0;54;5;28;16;24;9;0;0;7;6;179
;61321;Pacé;33;1;0;69;10;54;22;31;11;2;0;13;15;260
;61322;Parfondeval;3;0;0;26;1;10;7;12;6;0;0;1;6;72
;61323;Le Pas-Saint-l'Homer;14;0;0;18;3;27;4;12;3;0;0;5;8;95
;61324;Passais Villages;77;1;0;189;39;133;61;100;37;1;0;31;36;705
;61326;Perrou;21;0;0;33;4;32;13;32;11;0;0;5;10;162
;61327;Pervenchères;13;1;1;49;8;35;23;33;15;1;0;7;13;198
;61328;Le Pin-au-Haras;21;0;0;63;15;33;16;19;8;0;0;6;13;194
;61329;Le Pin-la-Garenne;48;1;0;80;21;75;35;40;21;0;0;16;17;354
;61330;Planches;11;0;0;25;3;29;17;14;7;1;0;10;11;128
;61331;Le Plantis;8;0;1;23;1;16;14;13;13;0;0;3;5;98
;61332;Pointel;10;2;0;76;16;48;22;38;10;2;0;4;12;240
;61333;Pontchardon;8;0;0;24;4;15;10;16;5;0;0;11;4;98
;61336;Pouvrai;14;0;0;17;5;19;6;12;2;0;0;3;4;81
;61339;Putanges-le-Lac;159;7;1;340;63;247;119;157;65;3;0;49;52;1263
;61341;Écouves;177;5;1;331;79;229;101;128;52;1;0;38;45;1186
;61342;Rai;109;2;2;262;48;178;91;128;25;1;1;17;53;917
;61344;Rânes;80;1;0;192;19;144;58;94;30;3;0;23;24;667
;61345;Rémalard en Perche;187;9;0;343;58;253;133;159;59;7;2;48;74;1332
;61346;Le Renouard;15;0;0;36;9;18;10;13;4;0;0;7;7;120
;61347;Résenlieu;7;0;0;46;7;18;7;16;3;0;0;3;1;108
;61348;Réveillon;25;0;0;61;12;37;23;30;6;1;0;7;11;214
;61349;Ri;8;0;0;30;7;25;13;16;7;0;0;1;2;110
;61350;La Roche-Mabile;12;0;0;25;4;15;8;14;6;1;0;4;6;95
;61351;Roiville;8;0;0;27;6;10;7;15;6;0;0;2;7;88
;61352;Rônai;12;0;0;38;1;15;9;18;9;0;0;4;1;107
;61357;Rouperroux;10;0;0;24;5;25;9;16;3;1;0;6;0;100
;61358;Sai;34;0;1;28;5;22;14;15;4;1;1;3;11;140
;61360;Saint-Agnan-sur-Sarthe;15;1;0;22;0;13;2;5;3;0;0;2;4;67
;61361;Saint-André-de-Briouze;11;1;0;34;4;35;6;15;6;0;0;9;5;126
;61362;Saint-André-de-Messei;53;2;0;104;15;90;32;41;26;0;0;4;19;386
;61363;Saint-Aquilin-de-Corbion;4;0;0;16;4;7;6;6;2;0;0;2;2;49
;61365;Saint-Aubin-d'Appenai;33;1;0;84;11;52;27;31;10;0;0;1;15;264
;61366;Saint-Aubin-de-Bonneval;8;1;0;19;3;20;10;8;4;0;0;2;7;82
;61367;Saint-Aubin-de-Courteraie;16;0;0;19;3;19;10;16;7;0;0;8;2;100
;61369;Saint-Bômer-les-Forges;84;5;1;182;38;133;43;94;27;3;0;14;22;647
;61370;Saint-Brice;10;0;0;35;5;14;7;20;6;0;0;4;7;109
;61371;Saint-Brice-sous-Rânes;8;0;0;23;5;27;8;8;2;1;0;3;3;88
;61372;Saint-Céneri-le-Gérei;18;1;1;27;2;15;9;7;3;0;0;5;9;97
;61373;Sainte-Céronne-lès-Mortagne;20;0;1;50;6;31;18;18;13;0;0;6;9;171
;61374;Saint-Christophe-de-Chaulieu;6;0;0;17;2;14;6;5;1;0;0;5;1;57
;61375;Boischampré;111;1;0;216;42;151;44;105;38;1;0;19;31;758
;61376;Saint-Clair-de-Halouze;70;2;0;142;19;115;51;78;23;0;0;18;24;543
;61379;Saint-Cyr-la-Rosière;16;1;1;45;11;31;12;21;7;0;0;7;7;160
;61381;Saint-Denis-sur-Huisne;6;0;0;12;4;5;3;3;1;2;0;0;2;38
;61382;Saint-Denis-sur-Sarthon;93;1;1;183;26;122;70;100;36;0;1;36;28;698
;61384;Saint-Ellier-les-Bois;13;1;2;36;7;30;9;26;9;1;0;6;12;153
;61385;Saint-Evroult-de-Montfort;20;0;1;63;6;39;18;33;13;0;0;11;10;214
;61386;Saint-Evroult-Notre-Dame-du-Bois;35;2;0;74;11;54;24;42;17;0;1;9;11;279
;61387;Saint-Fraimbault;33;1;0;107;16;67;21;51;21;1;0;13;27;358
;61388;Saint-Fulgent-des-Ormes;10;1;0;28;3;21;13;19;6;1;0;7;7;116
;61389;Sainte-Gauburge-Sainte-Colombe;67;3;0;168;27;122;40;95;42;4;2;31;32;633
;61390;Saint-Georges-d'Annebecq;17;0;0;27;1;24;10;11;8;0;0;2;3;103
;61391;Saint-Georges-des-Groseillers;699;9;10;1185;182;386;277;197;67;9;4;41;117;3181
;61392;Saint-Germain-d'Aunay;11;0;1;33;0;17;10;10;4;0;0;3;4;93
;61393;Saint-Germain-de-Clairefeuille;7;0;0;26;3;14;10;13;5;0;0;4;6;89
;61394;Saint-Germain-de-la-Coudre;50;1;0;114;19;119;50;71;33;2;0;25;25;508
;61395;Saint-Germain-des-Grois;12;0;0;43;3;30;11;20;6;0;0;5;10;139
;61396;Saint-Germain-de-Martigny;9;0;0;14;5;8;5;2;1;0;0;3;5;53
;61397;Saint-Germain-du-Corbéis;562;8;1;546;179;406;256;252;57;4;1;59;124;2456
;61398;Saint-Germain-le-Vieux;2;0;0;15;2;7;2;2;2;0;0;2;0;34
;61399;Saint-Gervais-des-Sablons;8;0;0;17;6;6;8;7;2;0;0;1;4;59
;61400;Saint-Gervais-du-Perron;31;0;0;63;10;39;20;25;8;0;0;10;14;219
;61401;Saint-Gilles-des-Marais;6;0;0;22;3;11;8;5;2;0;0;1;2;60
;61402;Saint-Hilaire-de-Briouze;17;1;0;54;7;35;15;26;10;1;0;6;6;179
;61404;Saint-Hilaire-le-Châtel;62;3;0;162;17;106;32;44;23;2;0;7;21;481
;61405;Saint-Hilaire-sur-Erre;35;4;0;124;18;70;26;52;14;1;0;16;20;380
;61406;Saint-Hilaire-sur-Risle;20;2;0;64;8;34;21;24;9;0;0;8;15;205
;61407;Sainte-Honorine-la-Chardonne;45;1;0;129;22;93;31;65;18;0;0;13;14;431
;61408;Sainte-Honorine-la-Guillaume;21;3;0;44;13;35;23;34;16;1;0;7;10;208
;61411;Saint-Jouin-de-Blavou;27;0;0;45;8;37;26;28;11;1;0;3;16;203
;61412;Saint-Julien-sur-Sarthe;51;1;0;111;16;96;41;56;22;0;0;13;34;441
;61413;Saint-Lambert-sur-Dive;9;0;0;29;0;21;3;15;3;0;0;4;6;90
;61414;Saint-Langis-lès-Mortagne;97;2;2;261;26;122;66;66;24;0;0;18;26;710
;61415;Saint-Léger-sur-Sarthe;17;0;0;62;6;38;16;32;9;0;0;10;7;197
;61416;Saint-Léonard-des-Parcs;4;0;0;11;1;5;3;5;3;0;0;1;0;33
;61418;Saint-Mard-de-Réno;40;1;0;73;14;62;28;40;10;0;0;8;14;291
;61419;Sainte-Marguerite-de-Carrouges;15;1;0;37;4;28;18;11;3;0;0;3;5;126
;61420;Sainte-Marie-la-Robert;7;1;0;14;1;10;8;10;0;0;0;3;3;58
;61421;Saint-Mars-d'Égrenne;55;1;0;107;19;90;39;60;20;0;0;17;31;441
;61422;Les Aspres;57;0;0;115;12;85;40;51;17;1;1;7;30;417
;61423;Saint-Martin-d'Écublei;48;1;1;125;31;95;26;61;19;0;0;12;34;454
;61424;Saint-Martin-des-Landes;19;0;0;41;6;21;11;21;14;0;0;7;2;142
;61425;Saint-Martin-des-Pézerits;10;0;0;29;1;15;5;5;2;1;0;0;5;74
;61426;Saint-Martin-du-Vieux-Bellême;49;1;0;110;26;84;44;52;22;0;0;13;19;421
;61427;Saint-Martin-l'Aiguillon;7;0;0;32;8;30;10;19;3;0;0;8;5;123
;61429;Charencey;35;0;0;106;17;84;30;62;23;1;0;14;15;387
;61432;Saint-Michel-Tuboeuf;66;2;1;136;21;75;34;58;16;0;0;2;33;445
;61433;Saint-Nicolas-des-Bois;25;0;1;38;11;39;11;19;6;2;0;5;16;174
;61435;Saint-Nicolas-de-Sommaire;17;0;0;48;6;35;16;25;14;0;0;6;15;183
;61436;Sainte-Opportune;16;1;0;38;1;34;11;19;4;0;0;7;10;141
;61438;Saint-Ouen-de-Sécherouvre;19;0;0;30;9;18;12;15;4;0;0;0;5;112
;61439;Saint-Ouen-le-Brisoult;5;0;0;30;3;18;9;10;4;0;0;4;4;88
;61440;Saint-Ouen-sur-Iton;79;1;0;251;33;117;53;79;13;2;0;14;29;671
;61442;Saint-Patrice-du-Désert;14;0;0;49;2;37;7;26;4;0;0;11;2;152
;61443;Saint-Paul;54;1;0;126;30;99;46;57;18;0;0;4;28;464
;61444;Saint-Philbert-sur-Orne;4;0;0;19;1;15;8;6;2;0;0;10;5;70
;61445;Saint-Pierre-d'Entremont;41;3;0;111;22;89;32;58;14;2;0;14;17;404
;61446;Saint-Pierre-des-Loges;16;0;0;32;5;22;6;12;7;0;0;3;4;107
;61447;Saint-Pierre-du-Regard;135;3;1;240;55;169;77;83;43;0;1;17;37;859
;61448;Saint-Pierre-la-Bruyère;30;0;0;90;18;60;29;46;13;1;0;9;11;308
;61450;Saint-Quentin-de-Blavou;12;1;0;15;4;7;5;3;2;0;0;1;2;53
;61451;Saint-Quentin-les-Chardonnets;14;1;0;42;4;42;12;45;9;2;0;10;13;195
;61452;Saint-Roch-sur-Égrenne;14;0;0;37;2;22;6;12;10;1;1;1;6;112
;61453;Saint-Sauveur-de-Carrouges;18;3;0;42;1;35;3;32;6;0;0;13;9;163
;61454;Sainte-Scolasse-sur-Sarthe;35;0;1;71;12;60;25;39;13;0;0;7;13;277
;61456;Saint-Sulpice-sur-Risle;232;3;1;433;58;221;86;149;41;4;1;17;69;1315
;61457;Saint-Symphorien-des-Bruyères;51;1;0;135;16;65;37;41;12;0;0;11;21;390
;61459;Saires-la-Verrerie;20;0;1;46;4;47;14;23;12;2;0;7;9;186
;61460;Sap-en-Auge;51;0;0;130;21;87;41;71;24;0;0;19;21;465
;61461;Le Sap-André;13;1;0;35;2;21;7;10;8;0;0;0;1;98
;61462;Sarceaux;168;4;0;261;32;128;75;69;27;2;0;19;40;824
;61463;Les Monts d'Andaine;128;4;0;329;45;229;78;169;58;2;0;35;37;1114
;61464;Sées;328;5;5;583;91;363;191;262;75;1;2;46;100;2053
;61466;La Selle-la-Forge;138;4;1;335;47;172;100;102;33;1;0;23;41;998
;61467;Semallé;31;1;0;69;11;51;18;38;9;0;0;5;10;242
;61472;Sévigny;55;1;0;71;12;34;14;23;11;0;0;7;10;240
;61473;Sevrai;22;1;0;42;12;26;13;32;9;0;0;8;5;171
;61474;Gouffern en Auge;322;9;2;674;122;479;197;303;106;8;1;76;132;2430
;61475;Soligny-la-Trappe;55;0;0;115;21;91;37;56;26;3;0;11;18;433
;61476;Suré;32;0;0;58;10;42;15;25;8;0;0;8;15;213
;61479;Tanques;8;1;0;30;4;17;6;13;5;0;0;2;6;92
;61480;Tanville;16;0;0;42;6;42;8;18;10;0;0;2;3;149
;61481;Tellières-le-Plessis;6;0;1;15;3;8;3;5;1;1;0;2;2;47
;61482;Tessé-Froulay;41;0;0;70;12;56;28;45;11;0;0;5;8;276
;61483;Bagnoles de l'Orne Normandie;364;5;2;459;99;312;171;162;44;4;2;44;74;1743
;61484;Val-au-Perche;249;4;1;602;119;419;220;315;104;7;2;86;115;2243
;61485;Ticheville;26;1;0;43;7;31;8;20;7;0;1;2;8;154
;61486;Tinchebray-Bocage;337;4;1;696;135;605;239;474;172;14;0;116;134;2926
;61487;Torchamp;25;0;0;46;5;46;21;38;8;0;0;3;15;208
;61488;Touquettes;10;0;0;15;0;13;3;4;0;0;0;0;1;46
;61490;Tournai-sur-Dive;30;1;0;63;4;38;16;16;6;0;0;3;6;183
;61491;Tourouvre au Perche;237;7;1;475;86;388;179;275;80;4;0;74;93;1900
;61492;Trémont;9;1;0;21;0;10;2;7;10;0;0;6;2;68
;61493;La Trinité-des-Laitiers;5;0;0;20;2;13;3;4;2;0;0;3;3;55
;61494;Trun;102;0;3;158;37;134;73;93;41;0;0;25;44;710
;61497;Valframbert;347;8;9;500;84;207;118;120;33;10;0;16;45;1497
;61498;Vaunoise;6;0;0;12;1;8;6;12;10;0;0;5;5;65
;61499;Les Ventes-de-Bourse;12;1;0;30;7;18;3;19;3;0;0;5;6;104
;61500;La Ventrouze;6;1;0;24;1;16;8;21;5;0;0;8;5;96
;61501;Verrières;45;1;0;82;8;43;24;34;14;1;0;9;19;279
;61502;Vidai;6;0;0;12;2;12;5;8;1;0;0;1;0;48
;61503;Vieux-Pont;12;0;0;34;4;22;12;16;5;0;0;5;5;116
;61505;Villedieu-lès-Bailleul;16;0;0;48;10;25;7;15;9;0;0;6;22;158
;61507;Villiers-sous-Mortagne;30;1;0;57;9;35;10;35;12;0;0;7;7;205
;61508;Vimoutiers;213;4;2;421;74;298;157;230;84;2;0;41;87;1613
;61510;Vitrai-sous-Laigle;19;0;0;37;5;23;13;19;9;1;1;4;3;135
;61512;Les Yveteaux;6;0;0;15;1;11;2;12;6;0;0;2;1;57
;ND;ND;51;0;0;108;21;57;22;38;7;1;0;3;6;314
;Total département;;26075;590;158;49360;8846;32488;15608;22051;7587;437;74;4921;8143;176337
Seine-Maritime;76001;Allouville-Bellefosse;140;2;0;280;36;119;52;70;20;3;2;10;32;766
;76002;Alvimare;51;3;2;143;18;85;30;38;21;0;0;13;17;422
;76004;Ambrumesnil;62;0;0;119;20;56;28;26;12;0;0;2;11;336
;76005;Amfreville-la-Mi-Voie;349;4;4;413;139;315;189;179;34;4;1;14;50;1696
;76006;Amfreville-les-Champs;14;0;0;31;6;17;7;14;7;0;0;2;4;103
;76007;Anceaumeville;86;0;0;128;41;75;38;38;13;3;1;7;16;446
;76008;Ancourt;81;1;1;100;24;98;48;52;9;2;0;9;26;451
;76009;Ancourteville-sur-Héricourt;31;1;0;52;5;38;9;19;7;0;0;2;8;173
;76010;Ancretiéville-Saint-Victor;33;0;0;76;11;50;11;26;11;0;0;9;2;229
;76011;Ancretteville-sur-Mer;18;0;0;32;5;31;5;13;4;0;0;2;2;112
;76012;Angerville-Bailleul;20;0;0;50;5;28;7;6;6;0;0;4;6;133
;76013;Angerville-la-Martel;85;2;0;233;26;125;49;71;27;2;0;9;16;645
;76014;Angerville-l'Orcher;179;0;0;286;46;156;66;85;20;1;0;13;31;882
;76015;Angiens;52;0;0;94;21;73;33;37;16;1;0;5;13;345
;76016;Anglesqueville-la-Bras-Long;8;0;0;33;2;12;6;10;2;0;1;4;3;82
;76017;Anglesqueville-l'Esneval;67;2;1;134;25;84;38;42;12;2;0;6;9;423
;76018;Val-de-Saâne;117;2;0;310;36;159;85;104;29;4;0;10;29;885
;76019;Anneville-sur-Scie;51;2;0;95;14;47;23;31;15;0;0;7;16;301
;76020;Anneville-Ambourville;109;2;2;215;46;146;60;78;34;4;0;23;23;742
;76021;Annouville-Vilmesnil;47;1;0;106;13;58;22;35;10;0;0;2;5;299
;76022;Anquetierville;33;1;0;66;20;34;22;23;2;0;0;1;7;210
;76023;Anvéville;24;1;0;56;13;31;15;24;6;1;0;3;6;182
